channel1,channel2,state
1018,1007,tensed
1019,1007,tensed
1019,1007,tensed
1018,1007,tensed
1018,1007,tensed
1019,1007,tensed
1018,1007,tensed
1019,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1019,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1019,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1019,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1019,1007,tensed
1019,1007,tensed
1018,1007,tensed
1018,1007,tensed
1019,1007,tensed
1019,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1019,1007,tensed
1018,1007,tensed
1018,1007,tensed
1019,1007,tensed
1019,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1019,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1019,1007,tensed
1018,1007,tensed
1018,1007,tensed
1019,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1019,1007,tensed
1018,1007,tensed
1018,1007,tensed
1019,1007,tensed
1018,1007,tensed
1018,1007,tensed
1019,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1005,997,tensed
997,994,tensed
1018,1003,tensed
1018,1005,tensed
1018,1006,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1006,997,tensed
938,949,tensed
801,848,tensed
688,742,tensed
604,653,tensed
584,611,tensed
594,598,tensed
577,575,tensed
467,496,tensed
386,420,tensed
299,340,tensed
259,286,tensed
213,238,tensed
193,210,tensed
196,202,tensed
214,208,tensed
204,201,tensed
184,187,tensed
137,156,tensed
152,157,tensed
195,182,tensed
229,209,tensed
208,206,tensed
172,179,tensed
120,140,tensed
68,95,tensed
14,45,tensed
4,23,tensed
4,13,tensed
4,8,tensed
4,6,tensed
4,5,tensed
4,5,tensed
4,5,tensed
4,5,tensed
4,5,tensed
4,4,tensed
4,4,tensed
4,4,tensed
5,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
5,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,3,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,3,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,3,tensed
4,4,tensed
4,4,tensed
4,3,tensed
4,3,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
5,4,tensed
4,4,tensed
4,3,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
5,3,tensed
4,3,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
5,4,tensed
25,19,tensed
10,11,tensed
4,7,tensed
4,5,tensed
4,5,tensed
5,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
6,5,tensed
29,19,tensed
50,37,tensed
58,48,tensed
52,48,tensed
85,70,tensed
80,73,tensed
60,63,tensed
49,54,tensed
14,30,tensed
5,15,tensed
4,9,tensed
4,6,tensed
4,5,tensed
4,4,tensed
4,4,tensed
6,9,tensed
77,53,tensed
118,89,tensed
89,81,tensed
45,56,tensed
9,27,tensed
13,18,tensed
24,21,tensed
23,21,tensed
33,28,tensed
51,40,tensed
23,26,tensed
4,13,tensed
5,8,tensed
4,6,tensed
4,5,tensed
4,5,tensed
31,27,tensed
55,40,tensed
5,18,tensed
4,10,tensed
4,6,tensed
4,5,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
5,4,tensed
4,3,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,3,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,4,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,3,tensed
4,3,tensed
4,4,tensed
4,4,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,4,tensed
4,4,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,4,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,4,tensed
4,4,tensed
4,3,tensed
3,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,4,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,4,tensed
4,3,tensed
3,3,tensed
3,3,tensed
3,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
3,3,tensed
4,3,tensed
3,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
3,3,tensed
3,3,tensed
3,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,4,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
3,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
3,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
3,3,tensed
3,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
3,3,tensed
4,3,tensed
3,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
3,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
3,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,4,tensed
4,4,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,4,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,3,tensed
20,20,tensed
137,97,tensed
280,221,tensed
436,361,tensed
594,509,tensed
704,630,tensed
783,722,tensed
873,815,tensed
948,897,tensed
1018,962,tensed
1018,987,tensed
1018,998,tensed
1018,1003,tensed
1018,1005,tensed
1018,1005,tensed
1018,1006,tensed
1019,1006,tensed
1018,1006,tensed
1018,1006,tensed
1018,1007,tensed
1018,1006,tensed
1018,1006,tensed
1018,1007,tensed
1018,1007,tensed
1018,1006,tensed
1018,1007,tensed
1018,1007,tensed
1018,1006,tensed
1018,1007,tensed
1018,1006,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1006,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1006,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1006,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1019,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1019,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1019,1007,tensed
1019,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1019,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1019,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1006,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1019,1007,tensed
1018,1007,tensed
1019,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1019,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1006,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1006,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1007,tensed
1018,1006,tensed
1014,1004,tensed
971,974,tensed
915,931,tensed
885,898,tensed
872,877,tensed
879,874,tensed
892,883,tensed
917,896,tensed
887,885,tensed
871,871,tensed
841,846,tensed
801,814,tensed
767,779,tensed
746,755,tensed
744,747,tensed
723,726,tensed
701,708,tensed
702,701,tensed
702,701,tensed
712,706,tensed
694,693,tensed
675,679,tensed
669,669,tensed
660,661,tensed
655,655,tensed
690,675,tensed
717,697,tensed
698,690,tensed
650,661,tensed
615,625,tensed
581,593,tensed
542,555,tensed
508,523,tensed
512,517,tensed
539,531,tensed
582,562,tensed
600,582,tensed
611,599,tensed
606,600,tensed
590,589,tensed
572,575,tensed
565,567,tensed
544,551,tensed
531,536,tensed
506,517,tensed
523,522,tensed
557,543,tensed
571,557,tensed
566,561,tensed
572,564,tensed
558,555,tensed
531,536,tensed
510,516,tensed
512,512,tensed
531,522,tensed
552,538,tensed
550,539,tensed
538,533,tensed
451,475,tensed
409,432,tensed
421,425,tensed
469,455,tensed
540,510,tensed
599,565,tensed
619,599,tensed
636,619,tensed
653,639,tensed
666,652,tensed
641,641,tensed
599,608,tensed
515,542,tensed
456,481,tensed
383,416,tensed
346,373,tensed
371,373,tensed
404,390,tensed
417,403,tensed
415,406,tensed
403,400,tensed
399,397,tensed
407,402,tensed
439,425,tensed
480,459,tensed
516,492,tensed
547,526,tensed
573,556,tensed
589,575,tensed
578,570,tensed
543,553,tensed
533,540,tensed
530,531,tensed
526,526,tensed
523,524,tensed
540,533,tensed
570,555,tensed
588,573,tensed
594,580,tensed
596,585,tensed
591,584,tensed
594,587,tensed
606,594,tensed
605,597,tensed
617,606,tensed
628,615,tensed
634,626,tensed
659,643,tensed
670,657,tensed
675,662,tensed
662,660,tensed
654,653,tensed
644,645,tensed
632,633,tensed
609,614,tensed
614,613,tensed
646,634,tensed
683,663,tensed
710,691,tensed
721,705,tensed
716,708,tensed
715,708,tensed
714,707,tensed
721,711,tensed
720,713,tensed
724,716,tensed
704,703,tensed
702,702,tensed
721,712,tensed
714,705,tensed
684,688,tensed
675,678,tensed
668,668,tensed
659,660,tensed
633,642,tensed
628,631,tensed
631,630,tensed
653,644,tensed
675,661,tensed
691,675,tensed
689,680,tensed
690,684,tensed
697,690,tensed
707,697,tensed
712,703,tensed
720,709,tensed
722,713,tensed
717,710,tensed
714,709,tensed
714,706,tensed
706,702,tensed
706,700,tensed
